"","X","date","latitude","longitude","name","life.stage","occurrence","count","SL.length.mm","distance.surveyed.m","main.method","total.shocking.time.min","salinity.ppt","pH","DO.mg.L","turbidity","water.temp.C","substrate","mud.silt","sand","gravel","cobble","boulder","width.m","depth.cm","gradient","habitat","edgewater","riffle","run","pool","glide","flatwater","mean.monthly.flow.cfs","flow.cfs","source","FL.length.mm","carapace.length.mm","weight.g"
"7926",2275,"2001-07-26",34.2405166666667,-117.853433333333,"santa ana sucker","",1,NA,100,NA,"Electroshocking",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USFWS_Survey_SAR-SGR-LAR_post2000",NA,NA,NA
"7927",2276,"2001-07-26",34.2405166666667,-117.853433333333,"santa ana sucker","",1,NA,100,NA,"Electroshocking",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USFWS_Survey_SAR-SGR-LAR_post2000",NA,NA,NA
"7928",2277,"2001-07-26",34.2405166666667,-117.853433333333,"santa ana sucker","",1,NA,102,NA,"Electroshocking",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USFWS_Survey_SAR-SGR-LAR_post2000",NA,NA,NA
"7929",2278,"2001-05-31",34.2405166666667,-117.853433333333,"santa ana sucker","",1,NA,103,NA,"Electroshocking",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USFWS_Survey_SAR-SGR-LAR_post2000",NA,NA,NA
"7930",2279,"2001-07-26",34.2405166666667,-117.853433333333,"santa ana sucker","",1,NA,104,NA,"Electroshocking",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USFWS_Survey_SAR-SGR-LAR_post2000",NA,NA,NA
"7931",2280,"2001-07-26",34.2405166666667,-117.853433333333,"santa ana sucker","",1,NA,105,NA,"Electroshocking",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USFWS_Survey_SAR-SGR-LAR_post2000",NA,NA,NA
"7932",2281,"2001-07-26",34.2405166666667,-117.853433333333,"santa ana sucker","",1,NA,106,NA,"Electroshocking",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USFWS_Survey_SAR-SGR-LAR_post2000",NA,NA,NA
"7933",2282,"2001-07-26",34.2405166666667,-117.853433333333,"santa ana sucker","",1,NA,107,NA,"Electroshocking",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USFWS_Survey_SAR-SGR-LAR_post2000",NA,NA,NA
"7934",2283,"2001-07-26",34.2405166666667,-117.853433333333,"santa ana sucker","",1,NA,108,NA,"Electroshocking",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USFWS_Survey_SAR-SGR-LAR_post2000",NA,NA,NA
"7935",2284,"2001-07-26",34.2405166666667,-117.853433333333,"santa ana sucker","",1,NA,109,NA,"Electroshocking",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USFWS_Survey_SAR-SGR-LAR_post2000",NA,NA,NA
"7936",2285,"2001-07-26",34.2405166666667,-117.853433333333,"santa ana sucker","",1,NA,110,NA,"Electroshocking",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USFWS_Survey_SAR-SGR-LAR_post2000",NA,NA,NA
"7937",2286,"2001-07-26",34.2405166666667,-117.853433333333,"santa ana sucker","",1,NA,110,NA,"Electroshocking",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USFWS_Survey_SAR-SGR-LAR_post2000",NA,NA,NA
"7938",2287,"2001-07-26",34.2405166666667,-117.853433333333,"santa ana sucker","",1,NA,111,NA,"Electroshocking",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USFWS_Survey_SAR-SGR-LAR_post2000",NA,NA,NA
"7939",2288,"2001-07-26",34.2405166666667,-117.853433333333,"santa ana sucker","",1,NA,112,NA,"Electroshocking",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USFWS_Survey_SAR-SGR-LAR_post2000",NA,NA,NA
"7940",2289,"2001-07-26",34.2405166666667,-117.853433333333,"santa ana sucker","",1,NA,114,NA,"Electroshocking",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USFWS_Survey_SAR-SGR-LAR_post2000",NA,NA,NA
"7941",2290,"2001-05-31",34.2405166666667,-117.853433333333,"santa ana sucker","",1,NA,115,NA,"Electroshocking",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USFWS_Survey_SAR-SGR-LAR_post2000",NA,NA,NA
"7942",2291,"2001-05-31",34.2405166666667,-117.853433333333,"santa ana sucker","",1,NA,116,NA,"Electroshocking",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USFWS_Survey_SAR-SGR-LAR_post2000",NA,NA,NA
"7943",2292,"2001-07-26",34.2405166666667,-117.853433333333,"santa ana sucker","",1,NA,116,NA,"Electroshocking",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USFWS_Survey_SAR-SGR-LAR_post2000",NA,NA,NA
"7944",2293,"2001-07-26",34.2405166666667,-117.853433333333,"santa ana sucker","",1,NA,117,NA,"Electroshocking",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USFWS_Survey_SAR-SGR-LAR_post2000",NA,NA,NA
"7945",2294,"2001-05-31",34.2405166666667,-117.853433333333,"santa ana sucker","",1,NA,122,NA,"Electroshocking",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USFWS_Survey_SAR-SGR-LAR_post2000",NA,NA,NA
"7946",2295,"2001-09-29",34.2405166666667,-117.853433333333,"santa ana sucker","",1,NA,122,NA,"Electroshocking",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USFWS_Survey_SAR-SGR-LAR_post2000",NA,NA,NA
"7947",2296,"2001-05-31",34.2405166666667,-117.853433333333,"santa ana sucker","",1,NA,123,NA,"Electroshocking",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USFWS_Survey_SAR-SGR-LAR_post2000",NA,NA,NA
"7948",2297,"2001-05-31",34.2405166666667,-117.853433333333,"santa ana sucker","",1,NA,124,NA,"Electroshocking",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USFWS_Survey_SAR-SGR-LAR_post2000",NA,NA,NA
"7949",2298,"2001-09-29",34.2405166666667,-117.853433333333,"santa ana sucker","",1,NA,124,NA,"Electroshocking",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USFWS_Survey_SAR-SGR-LAR_post2000",NA,NA,NA
"7950",2299,"2001-05-31",34.2405166666667,-117.853433333333,"santa ana sucker","",1,NA,125,NA,"Electroshocking",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USFWS_Survey_SAR-SGR-LAR_post2000",NA,NA,NA
"7951",2300,"2001-05-31",34.2405166666667,-117.853433333333,"santa ana sucker","",1,NA,127,NA,"Electroshocking",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USFWS_Survey_SAR-SGR-LAR_post2000",NA,NA,NA
"7952",2301,"2001-05-31",34.2405166666667,-117.853433333333,"santa ana sucker","",1,NA,131,NA,"Electroshocking",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USFWS_Survey_SAR-SGR-LAR_post2000",NA,NA,NA
"7953",2302,"2001-07-26",34.2405166666667,-117.853433333333,"santa ana sucker","",1,NA,131,NA,"Electroshocking",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USFWS_Survey_SAR-SGR-LAR_post2000",NA,NA,NA
"7954",2303,"2001-07-26",34.2405166666667,-117.853433333333,"santa ana sucker","",1,NA,131,NA,"Electroshocking",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USFWS_Survey_SAR-SGR-LAR_post2000",NA,NA,NA
"7955",2304,"2001-05-31",34.2405166666667,-117.853433333333,"santa ana sucker","",1,NA,133,NA,"Electroshocking",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USFWS_Survey_SAR-SGR-LAR_post2000",NA,NA,NA
"7956",2305,"2001-05-31",34.2405166666667,-117.853433333333,"santa ana sucker","",1,NA,134,NA,"Electroshocking",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USFWS_Survey_SAR-SGR-LAR_post2000",NA,NA,NA
"7957",2306,"2001-09-29",34.2405166666667,-117.853433333333,"santa ana sucker","",1,NA,135,NA,"Electroshocking",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USFWS_Survey_SAR-SGR-LAR_post2000",NA,NA,NA
"7958",2307,"2001-07-26",34.2405166666667,-117.853433333333,"santa ana sucker","",1,NA,140,NA,"Electroshocking",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USFWS_Survey_SAR-SGR-LAR_post2000",NA,NA,NA
"7959",2308,"2001-05-31",34.2405166666667,-117.853433333333,"arroyo chub","",1,NA,75,NA,"Electroshocking",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USFWS_Survey_SAR-SGR-LAR_post2000",NA,NA,NA
"7960",2309,"2001-05-31",34.2405166666667,-117.853433333333,"arroyo chub","",1,NA,NA,NA,"Electroshocking",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USFWS_Survey_SAR-SGR-LAR_post2000",NA,NA,NA
"7961",2310,"2001-07-26",34.2405166666667,-117.853433333333,"largemouth bass","",1,NA,NA,NA,"Electroshocking",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USFWS_Survey_SAR-SGR-LAR_post2000",NA,NA,NA
"7962",2311,"2001-05-31",34.2405166666667,-117.853433333333,"rainbow trout","",1,NA,41,NA,"Electroshocking",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USFWS_Survey_SAR-SGR-LAR_post2000",NA,NA,NA
"7963",2312,"2001-07-26",34.2405166666667,-117.853433333333,"rainbow trout","",1,NA,42,NA,"Electroshocking",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USFWS_Survey_SAR-SGR-LAR_post2000",NA,NA,NA
"7964",2313,"2001-07-26",34.2405166666667,-117.853433333333,"rainbow trout","",1,NA,49,NA,"Electroshocking",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USFWS_Survey_SAR-SGR-LAR_post2000",NA,NA,NA
"7965",2314,"2001-05-31",34.2405166666667,-117.853433333333,"rainbow trout","",1,NA,50,NA,"Electroshocking",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USFWS_Survey_SAR-SGR-LAR_post2000",NA,NA,NA
"7966",2315,"2001-05-31",34.2405166666667,-117.853433333333,"rainbow trout","",1,NA,52,NA,"Electroshocking",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USFWS_Survey_SAR-SGR-LAR_post2000",NA,NA,NA
"7967",2316,"2001-09-29",34.2405166666667,-117.853433333333,"rainbow trout","",1,NA,55,NA,"Electroshocking",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USFWS_Survey_SAR-SGR-LAR_post2000",NA,NA,NA
"7968",2317,"2001-07-26",34.2405166666667,-117.853433333333,"rainbow trout","",1,NA,58,NA,"Electroshocking",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USFWS_Survey_SAR-SGR-LAR_post2000",NA,NA,NA
"7969",2318,"2001-07-26",34.2405166666667,-117.853433333333,"rainbow trout","",1,NA,60,NA,"Electroshocking",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USFWS_Survey_SAR-SGR-LAR_post2000",NA,NA,NA
"7970",2319,"2001-09-29",34.2405166666667,-117.853433333333,"rainbow trout","",1,NA,60,NA,"Electroshocking",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USFWS_Survey_SAR-SGR-LAR_post2000",NA,NA,NA
"7971",2320,"2001-07-26",34.2405166666667,-117.853433333333,"rainbow trout","",1,NA,62,NA,"Electroshocking",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USFWS_Survey_SAR-SGR-LAR_post2000",NA,NA,NA
"7972",2321,"2001-09-29",34.2405166666667,-117.853433333333,"rainbow trout","",1,NA,62,NA,"Electroshocking",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USFWS_Survey_SAR-SGR-LAR_post2000",NA,NA,NA
"7973",2322,"2001-07-26",34.2405166666667,-117.853433333333,"rainbow trout","",1,NA,65,NA,"Electroshocking",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USFWS_Survey_SAR-SGR-LAR_post2000",NA,NA,NA
"7974",2323,"2001-07-26",34.2405166666667,-117.853433333333,"rainbow trout","",1,NA,66,NA,"Electroshocking",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USFWS_Survey_SAR-SGR-LAR_post2000",NA,NA,NA
"7975",2324,"2001-07-26",34.2405166666667,-117.853433333333,"rainbow trout","",1,NA,68,NA,"Electroshocking",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USFWS_Survey_SAR-SGR-LAR_post2000",NA,NA,NA
"7976",2325,"2001-07-26",34.2405166666667,-117.853433333333,"rainbow trout","",1,NA,71,NA,"Electroshocking",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USFWS_Survey_SAR-SGR-LAR_post2000",NA,NA,NA
"7977",2326,"2001-07-26",34.2405166666667,-117.853433333333,"rainbow trout","",1,NA,71,NA,"Electroshocking",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USFWS_Survey_SAR-SGR-LAR_post2000",NA,NA,NA
"7978",2327,"2001-09-29",34.2405166666667,-117.853433333333,"rainbow trout","",1,NA,72,NA,"Electroshocking",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USFWS_Survey_SAR-SGR-LAR_post2000",NA,NA,NA
"7979",2328,"2001-07-26",34.2405166666667,-117.853433333333,"rainbow trout","",1,NA,74,NA,"Electroshocking",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USFWS_Survey_SAR-SGR-LAR_post2000",NA,NA,NA
"7980",2329,"2001-07-26",34.2405166666667,-117.853433333333,"rainbow trout","",1,NA,75,NA,"Electroshocking",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USFWS_Survey_SAR-SGR-LAR_post2000",NA,NA,NA
"7981",2330,"2001-09-29",34.2405166666667,-117.853433333333,"rainbow trout","",1,NA,75,NA,"Electroshocking",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USFWS_Survey_SAR-SGR-LAR_post2000",NA,NA,NA
"7982",2331,"2001-07-26",34.2405166666667,-117.853433333333,"rainbow trout","",1,NA,76,NA,"Electroshocking",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USFWS_Survey_SAR-SGR-LAR_post2000",NA,NA,NA
"7983",2332,"2001-09-29",34.2405166666667,-117.853433333333,"rainbow trout","",1,NA,77,NA,"Electroshocking",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USFWS_Survey_SAR-SGR-LAR_post2000",NA,NA,NA
"7984",2333,"2001-09-29",34.2405166666667,-117.853433333333,"rainbow trout","",1,NA,77,NA,"Electroshocking",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USFWS_Survey_SAR-SGR-LAR_post2000",NA,NA,NA
"7985",2334,"2001-07-26",34.2405166666667,-117.853433333333,"rainbow trout","",1,NA,80,NA,"Electroshocking",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USFWS_Survey_SAR-SGR-LAR_post2000",NA,NA,NA
"7986",2335,"2001-07-26",34.2405166666667,-117.853433333333,"rainbow trout","",1,NA,81,NA,"Electroshocking",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USFWS_Survey_SAR-SGR-LAR_post2000",NA,NA,NA
"7987",2336,"2001-07-26",34.2405166666667,-117.853433333333,"rainbow trout","",1,NA,81,NA,"Electroshocking",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USFWS_Survey_SAR-SGR-LAR_post2000",NA,NA,NA
"7988",2337,"2001-07-26",34.2405166666667,-117.853433333333,"rainbow trout","",1,NA,83,NA,"Electroshocking",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USFWS_Survey_SAR-SGR-LAR_post2000",NA,NA,NA
"7989",2338,"2001-07-26",34.2405166666667,-117.853433333333,"rainbow trout","",1,NA,85,NA,"Electroshocking",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USFWS_Survey_SAR-SGR-LAR_post2000",NA,NA,NA
"7990",2339,"2001-07-26",34.2405166666667,-117.853433333333,"rainbow trout","",1,NA,85,NA,"Electroshocking",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USFWS_Survey_SAR-SGR-LAR_post2000",NA,NA,NA
"7991",2340,"2001-09-29",34.2405166666667,-117.853433333333,"rainbow trout","",1,NA,85,NA,"Electroshocking",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USFWS_Survey_SAR-SGR-LAR_post2000",NA,NA,NA
"7992",2341,"2001-07-26",34.2405166666667,-117.853433333333,"rainbow trout","",1,NA,88,NA,"Electroshocking",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USFWS_Survey_SAR-SGR-LAR_post2000",NA,NA,NA
"7993",2342,"2001-07-26",34.2405166666667,-117.853433333333,"rainbow trout","",1,NA,90,NA,"Electroshocking",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USFWS_Survey_SAR-SGR-LAR_post2000",NA,NA,NA
"7994",2343,"2001-07-26",34.2405166666667,-117.853433333333,"rainbow trout","",1,NA,91,NA,"Electroshocking",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USFWS_Survey_SAR-SGR-LAR_post2000",NA,NA,NA
"7995",2344,"2001-09-29",34.2405166666667,-117.853433333333,"rainbow trout","",1,NA,92,NA,"Electroshocking",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USFWS_Survey_SAR-SGR-LAR_post2000",NA,NA,NA
"7996",2345,"2001-09-29",34.2405166666667,-117.853433333333,"rainbow trout","",1,NA,92,NA,"Electroshocking",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USFWS_Survey_SAR-SGR-LAR_post2000",NA,NA,NA
"7997",2346,"2001-09-29",34.2405166666667,-117.853433333333,"rainbow trout","",1,NA,95,NA,"Electroshocking",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USFWS_Survey_SAR-SGR-LAR_post2000",NA,NA,NA
"7998",2347,"2001-07-26",34.2405166666667,-117.853433333333,"rainbow trout","",1,NA,99,NA,"Electroshocking",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USFWS_Survey_SAR-SGR-LAR_post2000",NA,NA,NA
"7999",2348,"2001-09-29",34.2405166666667,-117.853433333333,"rainbow trout","",1,NA,99,NA,"Electroshocking",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USFWS_Survey_SAR-SGR-LAR_post2000",NA,NA,NA
"8000",2349,"2001-09-29",34.2405166666667,-117.853433333333,"rainbow trout","",1,NA,100,NA,"Electroshocking",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USFWS_Survey_SAR-SGR-LAR_post2000",NA,NA,NA
"8001",2350,"2001-09-29",34.2405166666667,-117.853433333333,"rainbow trout","",1,NA,105,NA,"Electroshocking",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USFWS_Survey_SAR-SGR-LAR_post2000",NA,NA,NA
"8002",2351,"2001-09-29",34.2405166666667,-117.853433333333,"rainbow trout","",1,NA,108,NA,"Electroshocking",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USFWS_Survey_SAR-SGR-LAR_post2000",NA,NA,NA
"8003",2352,"2001-07-26",34.2405166666667,-117.853433333333,"rainbow trout","",1,NA,109,NA,"Electroshocking",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USFWS_Survey_SAR-SGR-LAR_post2000",NA,NA,NA
"8004",2353,"2001-07-26",34.2405166666667,-117.853433333333,"rainbow trout","",1,NA,110,NA,"Electroshocking",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USFWS_Survey_SAR-SGR-LAR_post2000",NA,NA,NA
"8005",2354,"2001-09-29",34.2405166666667,-117.853433333333,"rainbow trout","",1,NA,112,NA,"Electroshocking",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USFWS_Survey_SAR-SGR-LAR_post2000",NA,NA,NA
"8006",2355,"2001-09-29",34.2405166666667,-117.853433333333,"rainbow trout","",1,NA,121,NA,"Electroshocking",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USFWS_Survey_SAR-SGR-LAR_post2000",NA,NA,NA
"8007",2356,"2001-05-31",34.2405166666667,-117.853433333333,"rainbow trout","",1,NA,122,NA,"Electroshocking",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USFWS_Survey_SAR-SGR-LAR_post2000",NA,NA,NA
"8008",2357,"2001-05-31",34.2405166666667,-117.853433333333,"rainbow trout","",1,NA,129,NA,"Electroshocking",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USFWS_Survey_SAR-SGR-LAR_post2000",NA,NA,NA
